temperatura_c,umidade_pct,perda_pacotes_pct,latencia_ms,tentativas_login_falhas,idade_firmware_dias,consumo_cpu_pct,trafego_saida_kbps,criptografia_ativa,protocolo,rede,tipo_equipamento,risco_alto
30.54,60.8,3.94,26.08,0,250,29.46,61.32,sim,HTTP,corporativa,sensor,0
11.13,55.07,9.92,16.56,0,375,42.63,335.99,sim,MQTT,iot_isolada,sensor,1
19.91,41.91,2.24,70.3,2,311,43.66,59.79,sim,HTTP,iot_isolada,atuador,1
25.94,52.56,4.13,62.53,1,245,70.34,238.85,sim,MQTT,iot_isolada,camera,0
20.5,47.46,6.07,92.84,0,302,58.3,485.94,sim,CoAP,visitantes,gateway,1
33.0,37.85,1.81,37.05,1,263,91.47,180.28,sim,MQTT,corporativa,sensor,0
41.98,46.78,2.48,63.94,0,194,79.17,139.86,sim,MQTT,corporativa,sensor,0
19.76,55.57,2.89,61.45,2,65,13.3,285.01,nao,MQTT,iot_isolada,sensor,1
22.14,38.19,5.45,46.36,1,81,22.38,167.33,sim,CoAP,iot_isolada,sensor,1
29.65,37.49,11.7,12.97,1,272,28.22,340.35,sim,HTTP,iot_isolada,sensor,1
39.28,27.52,11.78,102.05,0,130,73.0,145.04,sim,CoAP,visitantes,camera,0
19.44,59.03,8.86,70.65,1,265,67.87,277.79,sim,HTTP,corporativa,sensor,1
29.74,61.82,2.64,106.91,3,63,50.19,234.51,nao,MQTT,iot_isolada,gateway,1
40.75,56.17,14.7,124.61,0,101,71.64,296.47,sim,HTTP,visitantes,camera,1
16.44,69.37,0.27,57.55,3,165,57.95,938.8,sim,HTTP,iot_isolada,sensor,0
19.03,53.58,8.64,102.49,1,17,71.0,343.73,nao,MQTT,iot_isolada,atuador,0
25.03,59.06,8.82,172.84,2,89,72.22,425.43,nao,MQTT,corporativa,camera,1
24.36,57.47,0.67,209.51,2,112,41.5,192.99,sim,MQTT,corporativa,sensor,0
33.69,50.35,3.9,76.9,0,220,70.58,349.42,nao,MQTT,corporativa,camera,0
29.69,42.45,5.51,81.2,3,157,54.13,246.57,sim,MQTT,iot_isolada,gateway,0
15.58,91.85,1.33,75.98,3,229,82.24,305.14,sim,CoAP,iot_isolada,camera,0
31.61,43.86,5.33,90.59,0,200,29.12,470.72,sim,HTTP,visitantes,atuador,0
23.96,40.01,1.44,121.02,1,152,69.77,210.57,nao,MQTT,iot_isolada,sensor,0
36.92,59.81,4.56,74.85,2,113,34.71,226.19,sim,HTTP,corporativa,sensor,1
23.61,56.53,5.3,201.76,3,205,32.47,212.62,sim,HTTP,iot_isolada,atuador,1
23.54,26.71,0.82,183.56,3,448,42.88,209.77,nao,CoAP,corporativa,camera,1
31.79,72.21,4.0,65.47,0,113,28.08,337.4,sim,HTTP,iot_isolada,atuador,0
33.34,50.3,8.42,65.18,1,639,55.87,231.65,sim,HTTP,corporativa,gateway,1
31.14,32.0,0.27,43.66,1,208,32.13,852.84,sim,MQTT,iot_isolada,camera,0
16.2,73.4,6.69,94.0,0,355,46.23,1949.67,sim,HTTP,visitantes,camera,1
31.77,63.26,6.13,49.57,2,253,74.1,200.83,sim,MQTT,corporativa,sensor,1
20.76,29.24,14.66,42.06,3,280,42.04,367.16,nao,MQTT,iot_isolada,sensor,1
29.65,83.99,6.29,92.58,1,89,32.52,618.07,nao,MQTT,iot_isolada,sensor,1
18.03,63.86,1.83,24.81,2,129,21.48,248.14,sim,CoAP,corporativa,sensor,0
31.12,51.82,5.54,122.43,2,38,32.71,149.0,sim,HTTP,corporativa,gateway,1
22.35,80.62,6.07,95.17,1,162,53.42,1009.01,sim,MQTT,iot_isolada,gateway,0
19.02,54.87,10.24,177.38,1,299,19.89,483.14,sim,CoAP,corporativa,atuador,0
33.0,51.49,10.33,77.89,1,163,83.08,373.56,sim,MQTT,corporativa,sensor,0
29.69,40.11,5.84,105.43,1,369,90.04,824.99,sim,HTTP,iot_isolada,camera,1
23.7,62.47,3.0,114.89,0,140,33.4,512.43,sim,MQTT,iot_isolada,sensor,0
38.16,60.58,6.05,144.36,2,107,57.91,289.01,sim,CoAP,corporativa,camera,1
24.92,52.26,3.28,71.84,1,125,34.17,150.86,nao,CoAP,visitantes,sensor,0
28.22,37.78,5.84,43.4,2,320,59.3,211.59,sim,MQTT,visitantes,camera,0
29.88,54.34,1.12,79.18,3,548,63.19,694.63,sim,HTTP,visitantes,gateway,0
23.66,50.74,7.76,122.34,2,682,33.49,481.77,sim,HTTP,iot_isolada,sensor,1
31.3,28.0,7.52,133.27,0,296,37.35,262.26,sim,MQTT,corporativa,gateway,0
24.27,25.51,5.78,13.1,1,357,70.46,1029.26,sim,CoAP,corporativa,sensor,1
25.12,62.17,1.87,325.1,3,48,95.35,267.72,sim,HTTP,visitantes,sensor,1
37.54,5.17,1.61,42.24,0,62,47.81,596.61,sim,MQTT,visitantes,atuador,0
20.72,55.7,10.99,106.67,2,92,34.29,348.64,sim,MQTT,iot_isolada,sensor,0
11.11,43.39,13.55,155.15,1,466,86.99,1156.4,sim,CoAP,iot_isolada,sensor,1
39.28,75.55,6.65,61.09,0,462,69.16,506.3,sim,CoAP,corporativa,atuador,0
45.85,43.12,13.57,136.77,2,784,48.96,308.68,sim,CoAP,iot_isolada,sensor,1
25.16,63.87,9.05,12.98,2,90,20.15,263.71,sim,CoAP,corporativa,sensor,1
14.44,44.86,2.61,140.11,1,177,45.78,295.67,nao,CoAP,iot_isolada,camera,0
25.83,54.05,6.04,128.93,1,37,59.35,179.87,sim,MQTT,iot_isolada,gateway,1
26.0,65.26,4.22,86.28,1,53,73.08,114.81,sim,MQTT,iot_isolada,camera,0
26.67,43.67,7.29,122.6,3,151,45.57,370.97,sim,MQTT,iot_isolada,camera,0
20.21,69.94,5.15,186.81,2,94,58.09,205.72,sim,MQTT,iot_isolada,atuador,1
32.06,34.11,6.41,158.36,3,95,62.83,205.34,sim,HTTP,corporativa,sensor,1
31.67,57.3,7.87,63.79,2,117,18.51,280.85,sim,HTTP,corporativa,camera,1
17.54,68.61,2.99,78.64,2,503,75.05,310.0,sim,MQTT,corporativa,atuador,0
32.89,63.88,4.6,55.93,2,405,37.83,300.41,sim,CoAP,corporativa,sensor,1
42.37,86.5,5.69,50.58,0,80,30.02,1009.09,sim,MQTT,corporativa,atuador,1
29.2,38.26,9.16,114.43,0,397,49.85,475.17,sim,MQTT,corporativa,atuador,1
25.64,27.18,11.79,55.47,2,101,52.68,1306.98,sim,HTTP,iot_isolada,atuador,1
27.01,34.1,1.95,114.25,0,47,64.88,219.8,sim,MQTT,iot_isolada,sensor,0
32.31,63.89,2.58,61.04,2,113,54.79,517.29,sim,HTTP,iot_isolada,camera,0
15.89,60.96,2.19,67.85,0,236,50.73,228.52,sim,MQTT,iot_isolada,atuador,0
29.15,53.84,10.28,33.39,0,88,78.66,201.79,sim,MQTT,corporativa,sensor,0
25.27,31.79,5.99,112.25,0,293,78.62,1341.95,sim,CoAP,corporativa,camera,0
40.93,65.8,2.32,12.16,1,120,37.02,174.56,sim,HTTP,corporativa,sensor,0
26.78,29.96,5.37,143.61,0,249,25.29,62.66,sim,CoAP,corporativa,sensor,0
39.68,72.86,0.56,252.8,1,79,71.75,182.08,sim,HTTP,iot_isolada,atuador,0
20.27,100.0,0.99,69.58,1,191,30.38,73.27,sim,HTTP,visitantes,atuador,0
32.11,58.6,1.05,67.34,0,91,24.59,153.56,sim,CoAP,corporativa,sensor,0
30.24,62.5,9.15,16.86,0,155,50.51,163.85,sim,MQTT,iot_isolada,sensor,0
21.92,43.13,9.11,44.39,3,645,82.85,306.34,sim,MQTT,corporativa,camera,1
29.24,19.42,2.77,123.49,3,134,53.23,71.19,sim,CoAP,corporativa,sensor,1
36.49,41.15,3.19,135.36,4,61,44.44,690.33,sim,CoAP,visitantes,camera,1
25.73,32.33,1.76,76.11,1,200,87.45,80.4,sim,MQTT,iot_isolada,gateway,0
16.16,25.95,1.2,118.63,0,203,73.14,273.3,sim,MQTT,iot_isolada,sensor,0
27.88,83.0,2.23,33.96,1,202,52.7,238.2,sim,MQTT,visitantes,gateway,0
21.68,56.91,5.9,89.01,1,281,36.1,532.59,sim,MQTT,iot_isolada,sensor,0
25.6,58.83,5.56,168.22,0,129,20.56,382.25,sim,MQTT,corporativa,sensor,1
27.43,46.44,0.44,101.27,0,301,56.75,685.95,sim,HTTP,iot_isolada,atuador,1
16.06,48.89,2.31,184.94,1,185,31.17,232.06,sim,HTTP,iot_isolada,sensor,1
16.69,69.36,4.62,188.62,1,58,51.19,215.87,sim,HTTP,iot_isolada,sensor,0
31.37,51.42,6.13,93.04,3,331,65.75,399.0,nao,CoAP,iot_isolada,camera,1
24.34,61.55,2.2,5.0,0,215,50.11,614.27,sim,MQTT,iot_isolada,sensor,0
10.05,48.47,7.22,133.48,2,289,88.14,532.48,sim,CoAP,corporativa,camera,1
33.49,45.84,3.08,22.64,2,64,56.23,374.38,sim,HTTP,iot_isolada,atuador,0
29.91,26.68,7.46,5.0,1,345,82.47,351.73,sim,CoAP,corporativa,sensor,0
23.0,16.4,6.98,10.32,0,759,66.2,291.37,nao,MQTT,corporativa,sensor,1
18.78,47.29,3.67,139.78,3,60,78.66,398.2,nao,CoAP,iot_isolada,sensor,0
33.85,53.02,16.5,93.56,2,379,46.37,1241.97,sim,MQTT,iot_isolada,gateway,0
30.45,28.85,3.98,77.6,1,216,83.67,252.19,sim,MQTT,visitantes,sensor,0
44.68,51.38,9.36,99.85,2,187,81.89,231.56,sim,MQTT,iot_isolada,atuador,1
30.94,52.97,8.78,11.08,0,347,89.5,219.48,sim,MQTT,iot_isolada,sensor,1
30.71,13.19,1.45,55.74,3,321,73.24,392.51,sim,HTTP,corporativa,gateway,1
26.83,35.53,2.75,38.94,2,445,32.32,67.68,nao,MQTT,iot_isolada,atuador,1
33.72,59.33,10.0,73.32,1,67,69.49,271.91,sim,MQTT,corporativa,gateway,0
32.38,58.97,3.15,75.23,0,456,35.5,553.61,nao,HTTP,iot_isolada,gateway,0
36.76,31.23,6.66,96.93,2,247,32.15,206.78,sim,HTTP,iot_isolada,sensor,1
24.35,54.85,2.24,107.23,0,39,77.77,340.59,sim,CoAP,corporativa,sensor,0
24.95,70.4,6.9,11.72,2,135,50.35,1308.37,nao,MQTT,visitantes,sensor,1
24.65,65.99,2.38,56.33,2,219,36.55,376.95,sim,MQTT,iot_isolada,sensor,0
33.54,50.28,7.93,66.3,1,133,18.95,62.34,sim,CoAP,iot_isolada,camera,0
38.49,43.58,6.66,22.04,1,169,59.32,111.39,sim,HTTP,iot_isolada,gateway,0
24.79,40.67,7.22,19.9,0,118,79.96,250.71,sim,MQTT,iot_isolada,camera,1
25.03,60.42,11.4,10.39,0,1023,11.59,170.26,sim,HTTP,iot_isolada,atuador,1
30.2,55.51,6.5,17.26,0,304,25.24,321.3,sim,CoAP,corporativa,gateway,0
26.28,63.33,3.7,118.15,3,199,46.34,243.18,nao,CoAP,visitantes,sensor,1
34.66,54.37,1.65,14.01,1,78,60.68,676.04,sim,MQTT,iot_isolada,sensor,0
12.24,66.74,8.09,16.63,1,445,52.6,139.22,nao,HTTP,iot_isolada,camera,1
22.21,53.7,10.86,71.12,2,276,34.01,258.46,nao,CoAP,iot_isolada,sensor,1
22.52,66.12,12.83,88.75,2,85,29.93,347.96,sim,MQTT,corporativa,sensor,0
11.76,67.67,8.53,64.77,0,86,49.08,379.48,sim,MQTT,iot_isolada,camera,0
21.25,37.52,1.78,26.28,2,172,66.75,331.21,sim,MQTT,iot_isolada,gateway,0
21.59,19.45,12.94,20.33,1,201,74.18,55.26,sim,MQTT,iot_isolada,sensor,0
26.59,79.78,2.94,69.68,1,299,81.09,316.81,sim,MQTT,corporativa,sensor,0
35.79,56.62,3.68,59.53,0,181,76.8,268.94,sim,MQTT,iot_isolada,sensor,1
26.28,21.14,6.84,48.49,1,317,85.3,547.23,nao,MQTT,visitantes,sensor,0
20.78,39.15,3.55,114.63,1,133,42.67,495.75,nao,CoAP,visitantes,sensor,0
27.6,65.89,7.4,56.6,0,182,48.45,353.75,sim,CoAP,iot_isolada,gateway,0
35.34,46.97,3.58,18.63,2,457,66.04,372.12,sim,CoAP,iot_isolada,camera,0
21.17,42.78,10.3,48.72,1,327,50.24,770.21,sim,MQTT,iot_isolada,sensor,0
21.63,77.22,8.08,95.87,1,190,72.99,668.61,nao,MQTT,corporativa,atuador,0
31.91,33.15,2.3,54.0,2,240,78.02,362.39,sim,CoAP,iot_isolada,camera,0
26.45,37.63,8.45,94.69,3,182,79.02,1341.83,nao,CoAP,iot_isolada,sensor,1
32.53,55.8,4.7,107.97,2,53,56.65,192.53,nao,MQTT,corporativa,atuador,1
27.9,59.03,13.28,56.75,0,564,84.46,130.35,sim,HTTP,iot_isolada,gateway,1
32.91,60.93,4.0,64.54,0,90,55.11,296.61,nao,HTTP,corporativa,camera,1
20.75,68.4,6.86,51.38,1,141,16.15,230.06,sim,HTTP,iot_isolada,sensor,0
27.92,55.57,5.48,96.16,1,910,68.24,53.21,sim,CoAP,iot_isolada,atuador,1
26.53,60.81,1.46,50.13,0,75,84.63,189.3,sim,MQTT,visitantes,sensor,0
19.49,47.33,4.93,89.68,1,174,31.19,380.13,sim,HTTP,corporativa,sensor,1
17.06,53.13,5.7,76.13,0,477,23.54,286.97,sim,HTTP,corporativa,atuador,0
32.8,53.94,4.14,10.24,1,647,56.3,173.55,sim,HTTP,iot_isolada,atuador,1
25.54,55.87,2.71,93.16,2,274,54.83,307.85,sim,HTTP,iot_isolada,camera,0
20.84,65.91,7.15,71.11,0,448,42.5,325.76,sim,HTTP,corporativa,sensor,0
27.33,61.99,2.76,147.41,1,161,48.41,493.02,sim,CoAP,iot_isolada,sensor,1
35.9,52.8,6.18,23.03,0,9,54.05,190.75,sim,MQTT,visitantes,atuador,0
12.03,37.44,6.5,77.03,3,421,22.84,550.98,sim,CoAP,iot_isolada,gateway,1
17.52,53.22,4.66,44.67,0,187,35.55,139.29,sim,CoAP,corporativa,atuador,0
21.54,51.5,9.9,11.63,1,146,10.76,210.11,sim,HTTP,corporativa,sensor,0
38.23,55.48,13.61,7.99,0,136,71.69,981.71,nao,MQTT,iot_isolada,atuador,1
29.98,91.72,6.84,167.24,0,313,39.34,145.95,sim,CoAP,iot_isolada,sensor,1
33.37,42.57,2.89,77.21,0,310,79.51,188.46,nao,HTTP,visitantes,sensor,0
20.02,59.6,9.47,55.3,1,191,71.61,124.32,sim,MQTT,corporativa,atuador,0
20.16,71.23,8.57,15.47,1,264,69.82,167.49,nao,MQTT,iot_isolada,sensor,0
31.13,53.76,7.46,160.77,1,73,69.02,329.26,sim,CoAP,visitantes,camera,1
28.41,94.08,0.8,35.66,3,163,31.29,490.09,sim,MQTT,corporativa,camera,0
31.84,45.2,8.71,79.83,2,77,65.19,294.99,sim,MQTT,visitantes,atuador,0
26.69,57.83,4.47,69.08,1,74,61.11,238.11,sim,CoAP,iot_isolada,sensor,0
29.95,37.62,0.38,211.17,1,246,18.82,125.22,sim,HTTP,iot_isolada,sensor,1
29.11,45.67,0.13,63.38,2,199,39.95,179.65,sim,MQTT,iot_isolada,camera,0
33.44,56.48,2.99,42.43,2,133,21.96,101.27,sim,MQTT,iot_isolada,atuador,1
33.65,67.23,0.37,78.05,1,156,75.7,500.49,sim,MQTT,visitantes,atuador,0
16.66,57.74,6.04,84.16,1,261,50.96,525.45,sim,CoAP,corporativa,sensor,0
12.27,74.66,0.58,307.13,3,317,48.87,290.52,sim,MQTT,iot_isolada,gateway,1
35.01,50.29,4.47,62.58,2,282,87.25,407.08,sim,MQTT,corporativa,sensor,0
36.31,46.02,2.65,22.3,0,37,43.31,551.9,sim,CoAP,corporativa,sensor,0
20.86,100.0,3.01,48.5,1,16,65.92,320.81,sim,HTTP,iot_isolada,sensor,0
14.98,59.1,3.01,77.92,2,98,68.88,792.77,sim,MQTT,iot_isolada,sensor,0
28.69,39.05,3.09,88.29,2,16,40.49,145.96,sim,CoAP,corporativa,sensor,0
34.52,39.5,10.01,14.0,3,520,73.25,234.14,sim,HTTP,corporativa,sensor,1
40.58,35.03,15.85,44.0,0,152,66.92,215.42,sim,MQTT,corporativa,sensor,1
31.61,68.86,11.14,203.23,1,57,65.66,470.16,sim,HTTP,corporativa,atuador,1
25.4,45.44,1.34,29.9,0,151,49.27,109.52,sim,MQTT,corporativa,sensor,0
21.75,54.29,8.43,116.46,0,28,29.1,823.52,sim,MQTT,corporativa,atuador,0
28.08,50.86,10.68,49.81,2,58,65.16,442.85,sim,MQTT,iot_isolada,atuador,0
25.91,65.17,0.84,65.36,3,142,39.12,1017.6,sim,MQTT,corporativa,camera,1
20.89,36.76,2.59,15.94,1,123,90.99,290.5,sim,HTTP,visitantes,gateway,0
42.34,32.64,8.22,53.66,1,141,41.33,203.32,sim,CoAP,corporativa,sensor,1
40.5,56.04,2.15,77.23,1,267,61.93,473.42,sim,HTTP,iot_isolada,sensor,0
35.95,62.82,11.59,63.17,1,374,71.56,614.86,sim,HTTP,corporativa,gateway,1
21.55,57.99,7.27,56.28,2,209,54.56,181.26,sim,MQTT,corporativa,camera,0
33.99,37.43,7.15,96.49,2,388,44.58,73.82,nao,HTTP,iot_isolada,camera,0
32.48,64.19,9.58,20.26,0,126,71.87,83.23,nao,HTTP,corporativa,atuador,1
31.1,38.61,9.72,79.84,1,425,46.0,358.87,sim,MQTT,corporativa,gateway,1
36.75,42.61,1.35,7.21,2,211,71.89,878.43,sim,HTTP,iot_isolada,sensor,0
32.45,35.01,3.0,138.71,2,352,42.98,120.23,sim,HTTP,iot_isolada,sensor,0
33.18,75.42,5.42,57.74,2,128,33.94,246.99,nao,MQTT,corporativa,atuador,0
32.46,63.4,2.99,111.23,4,204,22.09,234.18,sim,MQTT,corporativa,atuador,0
30.39,62.89,7.49,5.0,1,705,58.54,1146.39,sim,MQTT,corporativa,camera,1
15.51,74.45,7.53,100.74,0,203,89.13,1452.57,nao,HTTP,iot_isolada,gateway,0
28.59,100.0,1.58,34.61,1,372,58.21,402.27,sim,CoAP,visitantes,camera,1
24.11,21.23,7.01,65.68,6,404,33.18,560.37,nao,HTTP,corporativa,sensor,1
19.04,38.71,1.88,101.84,2,298,25.06,549.57,sim,HTTP,corporativa,atuador,0
39.77,40.91,2.91,61.25,0,336,30.22,121.97,sim,MQTT,iot_isolada,gateway,0
40.1,36.69,6.14,93.65,1,128,43.51,487.34,nao,HTTP,visitantes,camera,1
37.51,32.6,7.97,50.39,0,95,47.65,146.39,sim,CoAP,corporativa,gateway,0
29.79,46.61,1.97,145.99,2,78,59.34,265.05,sim,CoAP,iot_isolada,camera,0
37.45,30.1,9.65,57.61,4,258,20.1,663.69,sim,MQTT,iot_isolada,sensor,1
28.08,58.03,7.13,58.5,1,199,48.0,316.29,sim,MQTT,corporativa,gateway,0
29.42,52.93,6.73,59.32,0,245,17.26,646.61,sim,MQTT,iot_isolada,sensor,0
20.35,60.66,3.96,64.35,1,66,35.98,742.1,sim,MQTT,iot_isolada,sensor,0
30.78,61.14,6.26,21.23,1,109,38.35,87.37,sim,MQTT,corporativa,sensor,0
28.42,62.85,2.42,29.07,1,364,34.27,65.08,sim,MQTT,corporativa,sensor,1
18.88,45.28,3.88,122.43,1,223,65.85,674.16,sim,CoAP,corporativa,atuador,0
27.64,90.18,10.38,111.19,2,213,40.13,693.45,nao,HTTP,corporativa,sensor,1
27.44,56.22,6.65,106.43,0,162,59.97,357.67,nao,MQTT,iot_isolada,sensor,0
40.58,18.48,6.91,87.84,0,100,16.7,393.29,sim,MQTT,iot_isolada,gateway,0
34.26,33.96,21.24,43.18,5,434,43.88,558.43,nao,CoAP,iot_isolada,atuador,1
28.08,20.67,3.53,39.7,0,484,45.88,551.19,sim,CoAP,iot_isolada,gateway,1
29.74,52.31,7.26,62.36,1,205,32.29,241.55,sim,CoAP,corporativa,atuador,0
28.31,49.81,1.07,135.23,1,175,79.95,583.53,sim,HTTP,corporativa,gateway,1
26.58,43.57,10.03,74.13,1,508,44.92,234.5,nao,MQTT,iot_isolada,gateway,0
20.42,88.2,5.24,27.81,1,111,53.55,354.42,sim,MQTT,corporativa,sensor,0
26.94,61.88,6.15,17.19,2,135,48.61,343.78,sim,HTTP,corporativa,sensor,1
22.78,65.07,0.49,113.54,0,353,54.66,163.76,nao,CoAP,iot_isolada,camera,0
19.25,35.24,3.19,163.62,0,133,27.89,177.67,sim,CoAP,iot_isolada,gateway,0
31.58,34.02,1.98,13.26,0,196,26.81,1427.78,sim,HTTP,corporativa,gateway,0
30.74,52.66,15.83,116.1,0,21,65.79,160.08,sim,MQTT,iot_isolada,gateway,0
15.49,55.11,4.45,86.41,0,492,38.52,387.21,sim,MQTT,corporativa,camera,0
27.14,18.59,2.63,33.63,4,332,96.89,448.48,sim,MQTT,iot_isolada,gateway,1
34.97,48.75,3.94,74.83,5,414,82.0,287.74,sim,HTTP,iot_isolada,sensor,1
35.41,52.25,2.43,23.93,0,88,53.04,478.21,sim,HTTP,iot_isolada,sensor,0
35.18,48.13,0.07,54.34,0,565,48.22,376.26,sim,MQTT,corporativa,camera,0
28.27,37.36,10.6,64.92,1,182,83.38,162.52,nao,MQTT,iot_isolada,sensor,0
22.08,42.29,7.53,145.07,0,439,66.92,435.19,sim,CoAP,corporativa,atuador,1
20.41,48.82,5.16,52.34,0,253,51.03,204.12,sim,MQTT,iot_isolada,sensor,0
30.41,53.63,4.25,36.8,2,343,28.44,1010.77,sim,HTTP,visitantes,sensor,0
30.65,62.89,1.78,81.89,0,268,73.27,403.59,nao,MQTT,corporativa,gateway,0
37.01,71.46,0.49,95.38,1,132,15.74,183.07,nao,HTTP,iot_isolada,sensor,1
35.7,46.7,1.41,35.7,2,43,43.39,379.78,sim,HTTP,corporativa,camera,0
27.07,43.79,9.44,26.87,1,462,91.5,156.43,sim,MQTT,iot_isolada,sensor,1
19.29,59.88,6.41,28.94,3,11,41.15,357.97,sim,CoAP,iot_isolada,sensor,0
25.77,63.0,3.83,145.41,3,370,83.71,255.19,sim,CoAP,iot_isolada,gateway,0
29.52,44.18,3.97,92.54,1,462,72.44,167.53,sim,MQTT,iot_isolada,sensor,0
26.59,66.23,3.94,49.73,0,55,42.56,166.07,sim,MQTT,visitantes,camera,0
23.95,69.63,1.1,129.74,2,138,46.04,1643.29,sim,HTTP,iot_isolada,sensor,1
29.77,75.25,0.8,35.47,5,49,28.38,318.61,sim,CoAP,visitantes,camera,0
24.47,84.01,6.65,60.56,0,116,54.71,220.92,sim,CoAP,corporativa,sensor,1
23.6,36.4,3.54,23.57,0,409,87.49,195.69,sim,MQTT,visitantes,sensor,0
30.18,52.25,3.52,126.04,1,340,65.83,415.64,nao,CoAP,corporativa,gateway,0
25.19,52.2,3.07,33.13,1,309,56.29,191.15,sim,CoAP,corporativa,camera,0
29.71,50.23,2.74,33.76,0,139,47.88,138.9,sim,MQTT,iot_isolada,atuador,0
29.91,40.31,3.07,83.18,0,13,23.28,292.16,sim,MQTT,corporativa,atuador,0
20.02,25.26,10.18,6.39,1,63,66.11,290.62,sim,MQTT,iot_isolada,camera,1
24.63,53.67,1.15,19.04,1,162,57.16,223.2,sim,CoAP,corporativa,sensor,0
38.06,38.17,2.72,104.13,1,77,73.03,160.15,sim,MQTT,iot_isolada,gateway,1
19.87,53.55,16.61,28.56,1,373,32.96,227.31,sim,HTTP,corporativa,camera,1
13.18,37.71,8.42,255.36,0,577,13.08,215.13,nao,MQTT,corporativa,atuador,1
14.97,32.21,4.84,72.07,1,252,42.58,195.22,sim,HTTP,visitantes,camera,0
28.2,56.22,6.06,12.28,1,54,32.77,362.69,sim,MQTT,iot_isolada,sensor,0
28.22,54.72,4.88,168.97,0,473,16.48,1419.93,sim,CoAP,corporativa,atuador,1
27.18,62.43,9.71,72.01,2,213,44.66,759.18,sim,CoAP,iot_isolada,gateway,0
36.5,91.35,2.51,55.4,0,191,17.82,1163.68,sim,CoAP,visitantes,sensor,0
9.29,56.99,2.48,71.82,1,290,85.73,200.86,nao,HTTP,iot_isolada,gateway,1
30.77,60.73,3.49,12.17,3,66,31.05,965.15,sim,MQTT,corporativa,camera,0
38.93,32.6,9.51,62.04,2,141,56.41,350.41,sim,MQTT,visitantes,camera,1
20.11,28.84,1.64,30.35,0,181,68.55,596.13,sim,MQTT,corporativa,atuador,0
25.34,80.49,9.34,59.23,3,236,40.44,411.74,sim,CoAP,corporativa,sensor,0
22.73,35.38,5.56,44.1,3,254,23.88,235.03,sim,HTTP,corporativa,sensor,0
21.74,33.21,3.12,69.17,1,290,70.26,494.55,sim,MQTT,corporativa,sensor,0
25.72,51.3,10.41,49.7,0,119,48.92,419.66,sim,HTTP,visitantes,atuador,0
37.99,50.38,2.5,41.89,1,34,32.94,86.68,sim,MQTT,visitantes,sensor,1
40.86,35.75,10.94,27.52,2,160,21.4,274.0,sim,HTTP,iot_isolada,gateway,0
25.65,46.51,6.15,12.78,2,177,19.43,550.42,sim,MQTT,iot_isolada,gateway,0
41.34,74.13,3.87,10.01,1,32,44.91,362.92,nao,HTTP,iot_isolada,atuador,0
28.25,37.49,18.29,19.68,2,113,63.43,415.15,nao,CoAP,iot_isolada,sensor,1
40.28,26.91,1.45,98.72,1,220,30.68,176.62,sim,HTTP,iot_isolada,sensor,0
27.35,68.97,3.05,26.15,1,129,91.56,357.58,sim,CoAP,visitantes,atuador,0
28.92,60.86,7.53,36.48,2,214,51.21,279.38,sim,MQTT,corporativa,camera,0
30.56,40.83,11.32,36.76,0,124,35.61,259.2,sim,HTTP,corporativa,sensor,1
50.25,23.52,14.73,44.66,2,306,37.62,185.77,sim,MQTT,iot_isolada,sensor,1
33.96,38.6,9.07,87.31,1,83,57.99,567.03,sim,MQTT,iot_isolada,atuador,0
23.05,51.02,8.41,49.32,0,193,38.06,380.63,sim,MQTT,corporativa,atuador,1
34.78,72.98,12.84,111.55,1,201,5.0,354.67,nao,HTTP,corporativa,camera,0
25.47,33.34,0.89,19.9,0,363,29.33,1255.83,sim,CoAP,iot_isolada,sensor,0
24.57,50.48,2.35,103.73,2,147,33.06,416.41,nao,MQTT,iot_isolada,gateway,0
34.36,64.15,1.42,156.08,0,571,59.68,692.53,sim,HTTP,visitantes,sensor,0
28.22,9.14,5.28,61.45,2,557,43.01,361.79,nao,MQTT,iot_isolada,atuador,0
29.95,70.61,8.43,24.46,3,88,14.32,233.41,sim,MQTT,iot_isolada,sensor,0
28.1,30.72,1.89,88.52,0,189,44.62,142.39,sim,MQTT,iot_isolada,sensor,0
30.36,57.98,7.81,62.26,1,60,25.06,353.89,sim,MQTT,iot_isolada,sensor,0
30.97,56.44,5.7,77.93,2,274,59.48,46.32,sim,CoAP,corporativa,sensor,0
14.44,71.52,4.66,113.75,0,128,34.28,361.67,sim,MQTT,iot_isolada,sensor,0
32.67,61.92,5.59,46.39,2,210,32.46,372.7,sim,MQTT,iot_isolada,gateway,1
21.13,9.21,4.81,40.77,3,157,75.99,256.65,nao,MQTT,visitantes,camera,1
17.9,37.87,4.29,287.53,1,998,47.47,280.16,sim,HTTP,visitantes,gateway,1
27.59,54.49,1.1,89.32,1,172,54.73,124.48,nao,CoAP,corporativa,sensor,0
28.59,48.49,1.86,127.26,2,160,61.92,788.33,sim,MQTT,iot_isolada,sensor,0
23.15,60.6,1.14,109.33,1,379,12.21,236.02,sim,CoAP,iot_isolada,camera,0
33.82,66.21,2.69,128.31,0,418,75.9,151.34,nao,MQTT,corporativa,camera,1
18.6,62.95,7.89,79.83,1,234,80.01,437.58,sim,HTTP,corporativa,sensor,1
25.15,48.14,1.76,118.13,1,426,73.51,322.96,sim,MQTT,visitantes,atuador,0
23.91,18.77,3.44,36.66,2,890,60.4,232.56,sim,MQTT,corporativa,sensor,0
